Código;Descrição;Medida;LEVER;UPGRADE;Unificado;Observação
340013;MULTIN LIMPADOR DESENGRAXANTE, 05LT - INSERT;BB;0;0;0;
340014;CLEAN MAX LIMPA PORCELANATO LAVANDA 05LT-MERCOTECH;BB;N;24;24;Descrição do produto está diferente.
340014;CLEAN MAX PARA PORCELANATO LAVANDA 05LT-MERCOTECH;BB;-64;N;-64;Descrição do produto está diferente.
340015;DETERGENTE CONC NEUTRO 05LT - MERCOTECH;BB;N;14;14;Descrição do produto está diferente.
340015;DETERGENTE SUPER CONC NEUTRO 05LT - MERCOTECH;BB;-617;N;-617;Descrição do produto está diferente.
340016;SABAO EM PO SACHE 500GR - AJU/BYEBYE/ESPUMIL;UN;N;-2;-2;Descrição do produto está diferente.
340016;SABAO EM PO SACHE 500GR - ESPUMIL;UN;67;N;67;Descrição do produto está diferente.
340017;DETERGENTE . DESINF. CLORADO, 05 LT - ZILAR;BB;N;0;0;Descrição do produto está diferente.
340017;DETERGENTE DESINF. CLORADO, 05 LT - PREMIUM;BB;-4;N;-4;Descrição do produto está diferente.
340018;LIMPADOR P/PISOS HEAVY CLEAR, 05LT- ADHETECH;BB;0;0;0;
340019;SHAMPOO PARA CARRO, 05LT - ECOLIMPE;BB;0;0;0;
340020;POLIDOR DE METAIS 200ML;UN;N;2;2;Descrição do produto está diferente.
340020;POLIDOR DE METAIS 200ML - KAOL;UN;9;N;9;Descrição do produto está diferente.
340021;SABAO DE COCO 200G - ORIENTAL;UN;0;0;0;
340022;LIMPADOR PERFUMADO MR MUSCULO 500ML;UN;0;0;0;
340023;AROMATIZANTE IGUATEMI 05LT - LIZ;BB;N;0;0;Descrição do produto está diferente.
340023;AROMATIZANTE LAVANDA 05LT - LIZ;BB;0;N;0;Descrição do produto está diferente.
340024;SABAO EM PÓ (PRIMAVERA) SACHE 400 GR - TIXAN YPE;UN;-80;-590;-670;
340025;SABAO EM PO 05KG - OMO;UN;0;0;0;
340026;SABONETE 20G CX C/500UN - SERRAZUL;CX;54;N;54;Descrição do produto está diferente.
340026;SABONETE 85G - EVEN;UN;N;-14;-14;Descrição do produto está diferente.
340027;SABAO EM PASTA 500G - ASSOLAN;UN;79;-13;66;
340028;ESSENCIA (OLEO) DE EUCALIPTO 1LT;UN;N;-89;-89;Descrição do produto está diferente.
340028;ESSENCIA (OLEO) DE EUCALIPTO P/SAUNA 1LT - MMV;UN;7;N;7;Descrição do produto está diferente.
340029;SAPONACEO CREMOSO 200ML - MR MUSCULO;UN;88;-4;84;
340030;NEUTRALIZADOR ODORES ANTIMOFO SPRAY 360ML -D.LINE;UN;-2;0;-2;
340031;DETERGENTE AMONIACAL LIMPA FACIL 05LT - MERCOTECH;BB;N;21;21;Descrição do produto está diferente.
340031;DETERGENTE CLEAR AMONIACAL 05LT - MERCOTECH;BB;-17;N;-17;Descrição do produto está diferente.
340032;LIMPA PNEU 05LT - LIZ;BB;0;0;0;
340033;SAPONACEO CREMOSO 250ML - CIF;UN;88;-626;-538;
340034;AROMATIZANTE DIV.FRAGRANCIAS 05 LT -  LIZ;BB;N;-186;-186;Descrição do produto está diferente.
340034;AROMATIZANTE DIV.FRAGRANCIAS 05 LT - SERLIMQ;BB;-551;N;-551;Descrição do produto está diferente.
340035;SAPONACEO CREMOSO 450ML - CIF;UN;26;-8;18;
340036;SAPONACEO CREMOSO 300ML - ASSOLAN;UN;N;-78;-78;Descrição do produto está diferente.
340036;SAPONACEO CREMOSO 300ML - RADIUM;UN;72;N;72;Descrição do produto está diferente.
340037;LIMPA PORCELANATO, LT - PROCLEAN;LT;-39;-40;-79;
3401190003;SABAO BARRA NEUTRO 5X200G - BRISA;UN;0;0;0;
34022000;AGUA SANITARIA MULTI PERFUMADA 2LT - BRILUX;UN;0;0;0;
34022000/01;SABAO EM PÓ (PRIMAVERA) SACHE 800 GR - TIXAN YPE;UN;71;N;71;Descrição do produto está diferente.
34022000/01;SABAO EM PO MACIEZ CX C/500GR - INVICTO;CX;N;-25;-25;Descrição do produto está diferente.
35061010/1;COLA EM BASTAO 10G - LEO&LEO;UN;1;N;1;Descrição do produto está diferente.
35061010/1;COLA EM BASTAO 9G - LEONORA;UN;N;-9;-9;Descrição do produto está diferente.
35061090/1;COLA BRANCA 90G - FRAMA;UN;-15;0;-15;
380001;PEDRA SANITARIA 25G(EMB.CX INDIV.C/GANCH) ORIENTAL;UN;-3383;N;-3383;Descrição do produto está diferente.
380001;PEDRA SANITARIA 30G EMB.CX UNIT - ORIENTAL;UN;N;-4681;-4681;Descrição do produto está diferente.
380002;NAFTALINA;UN;N;-178;-178;Descrição do produto está diferente.
380002;NAFTALINA 25G;UN;-332;N;-332;Descrição do produto está diferente.
380003;CERA LIQ INC AUTO BRILHO 05 LT;BB;N;-42;-42;Descrição do produto está diferente.
380003;CERA LIQ INC AUTO BRILHO 05 LT - TECNOLAR;BB;-33;N;-33;Descrição do produto está diferente.
380004;DESINF LAVANDA 05 L - RESSOLEVER;BB;0;0;0;
380005;DESINF PALMOLIVE 05 L RESSOLEVER;BB;0;0;0;
380006;DESINF VINOLIA 05 L RESSOLEVER;BB;0;0;0;
380007;LIMPA VIDROS VIDREX C/GATILHO 500ML - KIN LIMP;UN;-93;-34;-127;
380008;MULTIUSO PRATT 05LT - INDEBA;BB;4;-1;3;
380009;SABAO GELEIA LAVANDA 05 LT - SERLIMQ;BB;-29;N;-29;Descrição do produto está diferente.
380009;SABAO GELEIA LAVANDA, 05LT - LIZ;BB;N;73;73;Descrição do produto está diferente.
380010;SAB. LIQ PEROLIZADO ANTISEPTICO, 05LT - MEYORS;BB;-25;-60;-85;
380011;PASTA LIMPEZA GERAL 500G - LIMPTEK;UN;-770;-97;-867;
380012;AGUA SANITARIA - CLORITO;LT;-1996;N;-1996;Descrição do produto está diferente.
380012;AGUA SANITARIA - OLIMPO/CLORITO;LT;N;-3664;-3664;Descrição do produto está diferente.
380013;DETERGENTE NEUTRO 500ML - MANIA;UN;0;0;0;
380014;ALCOOL GEL VALV.PUMP 500G - DERMASOFT;UN;36;-529;-493;
380015;BALDE C/ESPREMEDOR 2 AGUAS (9076) BETTANIN;UN;0;N;0;Descrição do produto está diferente.
380015;SAB. LIQ CAMOMILA 05 L - BETTANIN;BB;N;0;0;Descrição do produto está diferente.
380016;ODORIZADOR DE AMB AER NEUTRA FRESH 360ML - GLADE;UN;0;0;0;
380017;LIMPADOR MULTIUSO 500 ML - QBOA;UN;N;-1257;-1257;Descrição do produto está diferente.
380017;LIMPADOR MULTIUSO 500 ML - QBOA/TUDO;UN;-681;N;-681;Descrição do produto está diferente.
380018;AGUA SANITARIA BCA - BRILUX;UN;-402;-1106;-1508;
380019;AGUA SANITARIA MULTI PERF LT - BRILUX;UN;-283;N;-283;Descrição do produto está diferente.
380019;AGUA SANITARIA MULTI PERFUMADA - BRILUX;UN;N;-927;-927;Descrição do produto está diferente.
380020;DETERGENTE NEUTRO LAVA LOUCAS 05LT - MEYORS;BB;0;0;0;
380021;CERA LIQUIDA BRY INCOLOR 750ML;UN;-110;-49;-159;
380022;LIMPA ALUMINIO 500ML - ORIENTAL;UN;53;-54;-1;
380023;SAB. LIQ PEROLIZADO ERVA-DOCE REFIL 800ML;UN;14;N;14;Descrição do produto está diferente.
380023;SAB. LIQ PEROLIZADO REFIL 800ML - TRILHA;UN;N;1;1;Descrição do produto está diferente.
380024;ALVEJANTE CLORADO 1%, 05 LT;BB;0;0;0;
380025;LIMPA VIDROS 05 L;BB;N;0;0;Descrição do produto está diferente.
380025;LIMPA VIDROS 05 L - TECNOLAR;BB;-25;N;-25;Descrição do produto está diferente.
380026;DESINCRUSTANTE 05LT - MEYORS;BB;N;0;0;Descrição do produto está diferente.
380026;DESINCRUSTANTE 05LT - SERLIMQ;BB;-1;N;-1;Descrição do produto está diferente.
380027;DESINFETANTE A BASE DE QUARTENARIO DE AMONIO 05LT;BB;0;0;0;
380028;DESINFETANTE TALCO BB 5 LT, ZILAR;BB;0;0;0;
380029;SAB. LIQ PEROLIZADO ERVA DOCE, 05 LT;BB;-273;N;-273;Descrição do produto está diferente.
380029;SAB. LIQ PLUS ERVA DOCE, 05 LT, ZILAR;BB;N;0;0;Descrição do produto está diferente.
380030;SAB. LIQ PRONTO USO PALMO, 05 LT - ZILAR;BB;0;0;0;
380031;SABAO GELEIA MARINE 05 LT - SERLIMQ;BB;-336;N;-336;Descrição do produto está diferente.
380031;SABAO GELEIA MARINE,05 LT;BB;N;-89;-89;Descrição do produto está diferente.
380032;DETERGENTE PARA PISOS 5LT, ZILAR;BB;0;0;0;
380033;DESENGRAXANTE BB 5 LT, ZILAR;BB;0;0;0;
380034;SAPONACEO EM PO 300G - RADIUM;UN;147;-117;30;
380035;DESINF.CLASSIC PREMIUM LAV 05 L- ADHETECH;BB;0;0;0;
380036;DESINF. CLASSIC PLUS FLORAL/LAVANDA  05 L ADHETECH;BB;0;0;0;
380037;DESINF. CLASSIC PRIMAVERA BOUQUET/FLORAL 05 L ADHE;BB;0;0;0;
380039;DETECH DS DETERGENTE DESENG CONC 05 L- ADHETECH;BB;0;0;0;
380040;DETECH LP DETERGENTE LIMP. PESADA 05 L ADHETHEC;UN;0;0;0;
380041;FORNOTECH  DESENG. FORNOS E GRELHAS - ADHETEHC;BB;0;0;0;
380042;NEUTECH DETERGENTE NEUTRO CONC 05 L - ADHETHEC;BB;0;0;0;
380043;POWERTECH DETERGENTE ACIDO 05 L - ADHETHEC;BB;0;0;0;
380044;REMOCIM REMOVEDOR DE CIMENTO E REJUNTE 05 L ADHETE;BB;0;-1;-1;
380045;VASOTECH LIMPADOR DESINCRUSTANTE 05 L ADHETHEC;BB;0;0;0;
380046;V2 LIMPADOR DESINF.DESINCRUSTANTE 500ML - ADHETECH;UN;0;0;0;
380047;DESINF. CLASSIC MARINE FLORAL 05 L - ADHETECH;BB;0;0;0;
380048;MASKER NEUTRA INIBIDOR DE ODORES 05 L - ADHETHEC;BB;0;0;0;
380049;SAB. LIQ PEROLIZADO FLORAL 05LT - MEYORS;BB;3;0;3;
380050;DETERGENTE NEUTRO 05 LT  - SERLIMQ;BB;-529;-640;-1169;
380051;CERA LIQ. VERMELHA AUTO BRILHO, 05 LT -  TECNOLAR;BB;-1;-5;-6;
380052;LIMPADOR MULTIUSO TRAD 500 ML - VEJA;UN;-6;-2307;-2313;
380053;SAB. LIQ P/USO RESSOAP LFSOFT, E.DOCE05LT-RESSOLEV;BB;0;0;0;
380055;DESINFETANTE 05 LT, ZILAR;BB;N;0;0;Descrição do produto está diferente.
380055;DESINFETANTE PALMOLIVE 05 LT, ZILAR;BB;0;N;0;Descrição do produto está diferente.
380056;DESINFETANTE BACT ELIM ODORES 05 LT- LIZ;BB;-609;N;-609;Descrição do produto está diferente.
380056;DESINFETANTE BACT FLORESTA 05 LT- TECNOLAR;BB;N;0;0;Descrição do produto está diferente.
380057;DESENGRAXANTE 05 LT - SERLIMQ;BB;N;-165;-165;Descrição do produto está diferente.
380057;DESENGRAXANTE 05 LT - SERLIMQ/TECNOLAR;BB;-21;N;-21;Descrição do produto está diferente.
380059;DESINF. ADHECLOR CLORADO PO GL 03 KG - ADHETECH;GL;0;0;0;
380060;DETERG. AMONTECH AMONIACAL VERM - 05LT - ADHETECH;BB;0;0;0;
380061;DETERGENTE 500ML - YPE;UN;N;-1299;-1299;Descrição do produto está diferente.
380061;DETERGENTE 500ML - YPE/MINUANO;UN;-391;N;-391;Descrição do produto está diferente.
380062;ACABAMENTO ACRIL. AUTO BRILHO SHINE 05L - ADHETECH;BB;0;0;0;
380063;LUSTRA MOVEIS 200ML  - PEROBA;UN;N;-185;-185;Descrição do produto está diferente.
380063;LUSTRA MOVEIS 200ML - YPE;UN;-103;N;-103;Descrição do produto está diferente.
380064;OLEO P/MOVEIS  100ML;UN;N;-75;-75;Descrição do produto está diferente.
380064;OLEO P/MOVEIS 100ML - PEROBA;UN;-33;N;-33;Descrição do produto está diferente.
380065;LIMPADOR MULTI E L.VIDROS BLINTECH, 05LT-ADHETECH;BB;0;0;0;
380066;CERA SUCESS AUTO BRILHO, 05 LT - ADHETECH;BB;0;0;0;
380067;SELADOR ACRILICO CRYL 05 LT, ADHETECH;BB;N;0;0;Descrição do produto está diferente.
380067;SELADOR BACKER SEALER;BB;-8;N;-8;Descrição do produto está diferente.
380068;SAB. LIQ.PEROLIZ HANDTECH E.DOCE, 05LT-ADHETECH;BB;0;0;0;
380069;REMOVEDOR DE CERAS REMOTECH CR BLD 20 LT-ADHETECH;BL;0;0;0;
380070;LIMPADOR MULTIUSO CONC, 05 LT - MEYORS;BB;N;0;0;Descrição do produto está diferente.
380070;SAB. ESPUMA FLORAL, 05 LT - MEYORS;BB;3;N;3;Descrição do produto está diferente.
380071;SAB. LIQ.PEROLIZ (JABUTIC/MANGA,PALM) 05LT-SERLIMQ;BB;44;N;44;Descrição do produto está diferente.
380071;SAB. LIQ.PEROLIZADO (JABUTICABA/MANGA) - 05LT;BB;N;-22;-22;Descrição do produto está diferente.
380072;LIMPADOR MULTIUSO LIMA LIMAO 500ML;UN;0;0;0;
380073;ALCOOL GEL FLAMAGEL 05 LT P/QUEIMA E AQUECIMENTO;BB;N;-6;-6;Descrição do produto está diferente.
380073;ALCOOL GEL HAND CHC ANTI SEPTICO 800ML - ADHETECH;UN;0;N;0;Descrição do produto está diferente.
380074;ALCOOL GEL 05 LT - MEYORS;BB;0;N;0;Descrição do produto está diferente.
380074;ALCOOL GEL 70% 05LT SENSE - MMV;BB;N;0;0;Descrição do produto está diferente.
380075;SAB. ESPUMA 500ML - EXACCTA;UN;9;0;9;
380076;SABONETE ESPUMA LIRIO PRATT 05LT - INDEBA;BB;3;N;3;Descrição do produto está diferente.
380076;SABONETE ESPUMA PRATT 05LT - INDEBA;BB;N;0;0;Descrição do produto está diferente.
380077;ALCOOL GEL 70% ANTI-SEPTICO 05LT - DERMASOFT;BB;-311;-12;-323;
380078;AMACIANTE DE ROUPAS PRATT 05 LT - INDEBA;BB;4;0;4;
380079;DETERGENTE PO MAX GOLD CONC.20 KG - MMV;SC;-17;-2;-19;
380080;DESIN 40 DESINFETANTE LAVANDA , 05LT - INSERT;BB;0;0;0;
380081;CLORO PO CLOR MAX GOLD 20 KG - MMV;BD;-8;-2;-10;
380082;DESINFETANTE CONC MULT FLOWER MARINE 05LT - LIZ;BB;-20;20;0;
380083;VULCAO NEGRO 500ML;UN;9;-17;-8;
380084;DESIN F e DESIN N DESINFETANTE, 05 LT - INSERT;BB;0;0;0;
380085;DESIN LIPTO DESINFETANTE EUCALIPTO, 05 LT - INSERT;BB;0;0;0;
380086;AGUA SANITARIA LT;LT;N;0;0;Descrição do produto está diferente.
380086;AGUA SANITARIA LT - QBOA;LT;0;N;0;Descrição do produto está diferente.
380087;DESINFETANTE PINHO SOL LAVANDA 500ML;UN;15;0;15;
380088;DESINF PINHO/EUCAL/LAVANDA 500ML - MANIA;UN;10;0;10;
380089;DESINFETANTE PINHO 500ML - LISA;UN;-45;-26;-71;
380090;ACIDULANTE PARA ROUPAS 20 KG;BD;N;-1;-1;Descrição do produto está diferente.
380090;ACIDULANTE PARA ROUPAS GOLD MAX 20 KG - MMV;BL;0;N;0;Descrição do produto está diferente.
380091;DESINF CONC QUART.AMONIA  DILUIÇ.1:20 5L-INDEBA;BB;N;-248;-248;Descrição do produto está diferente.
380091;DESINF/AROMAT PRATT CONC LAVANDA 05LT - INDEBA;BB;18;N;18;Descrição do produto está diferente.
380092;DESINFETANTE FLORAL 05LT-SEVEN;BB;0;0;0;
380093;ALCOOL GEL 70º 500ML FLIP TOP - SAFRA/DERMASOFT;UN;-137;N;-137;Descrição do produto está diferente.
380093;ALCOOL GEL REFIL 800ML - MEYORS;UN;N;0;0;Descrição do produto está diferente.
380094;HIPOCLORITO A 10% 05LT - SERLIMQ;UN;N;-1253;-1253;Descrição do produto está diferente.
380094;HIPOCLORITO A 10%-12% 05LT - SERLIMQ;BB;-330;N;-330;Descrição do produto está diferente.
380095;DESINFETANTE BACT (DIV AROMAS) 05LT- SERLIMQ;BB;N;-2281;-2281;Descrição do produto está diferente.
380095;DESINFETANTE BACT SERDIN (DIV AROMAS) 05L -SERLIMQ;BB;-189;N;-189;Descrição do produto está diferente.
380096;LIMPADOR MULTIUSO , 05LT - SERLIMQ/TECNOLAR;BB;-63;N;-63;Descrição do produto está diferente.
380096;LIMPADOR MULTIUSO, 05LT - SERLIMQ;BB;N;-187;-187;Descrição do produto está diferente.
380097;SAB. LIQ P/USO ERVA-DOCE 05LT;BB;N;0;0;Descrição do produto está diferente.
380097;SAB. LIQ P/USO ERVA-DOCE 05LT - ECOLIMPE;BB;8;N;8;Descrição do produto está diferente.
380098;SAB. LIQ. PEROLIZADO(ERVA DOCE/DOVE) - 05LT;BB;N;-163;-163;Descrição do produto está diferente.
380098;SAB.LIQ PEROLIZADO (ERVA DOCE/DOVE) 05LT - SERLIMQ;BB;-454;N;-454;Descrição do produto está diferente.
380099;DETERGENTE NEUTRO, 05LT - LIZ;BB;0;0;0;
380100;SABAO GELEIA PINHO 05 LT - LIZ;BB;N;-114;-114;Descrição do produto está diferente.
380100;SABAO GELEIA PINHO 05 LT - SERLIMQ;BB;-866;N;-866;Descrição do produto está diferente.
380101;LIMPA VIDROS 05LT -  SERLIMQ/TECNOLAR;BB;11;N;11;Descrição do produto está diferente.
380101;LIMPA VIDROS, 05LT - SERLIMQ;BB;N;-111;-111;Descrição do produto está diferente.
380102;BRILHA INOX 400ML - SCOTH BRITE;UN;N;8;8;Descrição do produto está diferente.
380102;BRILHA INOX 400ML - SCOTH BRITE 3M;UN;-48;N;-48;Descrição do produto está diferente.
380103;ESSENCIA 100ML;UN;-5;N;-5;Descrição do produto está diferente.
380103;ESSENCIA DE EUCALIPTO P/SAUNA 500ML - RESSOLEVER;UN;N;0;0;Descrição do produto está diferente.
380104;PASTA CRISTAL MULTIUSO ROSA 500G  - URCA;UN;21;-66;-45;
380105;AROMAT/NEUTRALIZ DE ODORES BAMBOO LT;LT;N;24;24;Descrição do produto está diferente.
380105;NEUTRALIZADOR DE ODOR GOLD - MMV;LT;-5;N;-5;Descrição do produto está diferente.
380106;LIMPADOR PERF CASA E PERFUME 500ML;UN;-2;0;-2;
380107;CERA IMPERMEABILIZANTE TRIPLA AÇÃO, 05LT - BRIOSOL;BB;N;-1;-1;Descrição do produto está diferente.
380107;CERA IMPERMEABILIZANTE WAX HS 04 - BACKER;BB;0;N;0;Descrição do produto está diferente.
380108;IMPERMEABILIZANTE A. BRILHO(COD147), 05LT - MEYORS;BB;0;0;0;
380109;REMOVEDOR DE CERA MASTER(COD 53), 05LT - MEYORS;BB;0;-1;-1;
380110;SELADOR MASTER (COD 148), 05LT - MEYORS;BB;0;0;0;
380111;DETERGENTE NEUTRO 20LT - TECNOLAR;BB;0;0;0;
380112;BRIOSOL SISTEMA TOP TRIPLA AÇAO;BB;0;N;0;Descrição do produto está diferente.
380112;CERA BASE CARNAUBA, 05LT - RESSOLEVER;BB;N;0;0;Descrição do produto está diferente.
380139;INSETICIDA 360ML AEROSOL  - BAYGON;UN;64;-426;-362;
380140;DESINFETANTE 750ML LAV/EUCALIP. - ATOL;UN;0;0;0;
380141;PASTILHA ADESIVA SANIT.LAVAN C/3 UN - PATO;UN;-352;-856;-1208;
380142;DESENGRAXANTE 50 LT - LIZ;BB;0;0;0;
380143;ALVEX SOFT (DESENG NEUTRO) 05LT - MMV;BB;N;-260;-260;Descrição do produto está diferente.
380143;ALVEX SOFT 05LT - MMV;BB;-289;N;-289;Descrição do produto está diferente.
380144;DESINFETANTE GOLD 05LT;BB;-19;N;-19;Descrição do produto está diferente.
380144;DESINFETANTE SOFT GOLD 05LT - MMV;BB;N;0;0;Descrição do produto está diferente.
380145;DECAP 05LT - MMV;BB;-3;0;-3;
380146;DESINFETANTE FLORAL 02LT - LISA;UN;0;0;0;
380147;PASTA UMECTANTE 05LT - RESSOLEVER;BB;0;0;0;
380148;DETERGENTE NEUTRO PRATT CONC 05LT - INDEBA;BB;35;-102;-67;
380149;ALCOOL 70º LIQUIDO 05LT(AUT ANVISA) - FLAMAGEL;BB;-874;N;-874;Descrição do produto está diferente.
380149;ALCOOL 70º LIQUIDO 05LT- FLAMAGEL;BB;N;-378;-378;Descrição do produto está diferente.
380150;LIMPADOR PERFUMADO 500ML - ORIENTAL;UN;-12;0;-12;
380151;AMACIANTE DE ROUPAS 05LT SOFT MAX - MMV;BB;N;4;4;Descrição do produto está diferente.
380151;AMACIANTE DE ROUPAS CONFORT 05LT - SERLIMQ;BB;2;N;2;Descrição do produto está diferente.
380152;DESINCRUSTANTE DET ACIDO TECNOLIMP 05LT;UN;N;-164;-164;Descrição do produto está diferente.
380152;DESINCRUSTANTE DET ACIDO TECNOLIMP 05LT - TECNOLA;BB;-119;N;-119;Descrição do produto está diferente.
380153;CERA LIQ VERDE AUTO BRILHO 05LT - TECNOLAR;BB;-7;-18;-25;
380154;ALVATEC (ALVEJANTE GELATINOSO) 05LT - TECNOLAR;BB;0;0;0;
380155;SABONETE PEROLIZADO CONC LIRIO PRATT,05 LT-INDEBA;BB;5;-3;2;
380156;BRILHA INOX 300ML - WORKER;UN;N;0;0;Descrição do produto está diferente.
380156;LIXEIRA SELET BASC 60LT 49X37 AZUL(PAPEL)- SANTANA;UN;7;N;7;Descrição do produto está diferente.
380158;UFENOL (CREOLINA) 900ML;UN;-181;N;-181;Descrição do produto está diferente.
380158;UFENOL  900ML;UN;N;-556;-556;Descrição do produto está diferente.
380159;PAPEL HIG 8X300, 300M, 100% CELULOSE - IDEAL;FD;7;N;7;Descrição do produto está diferente.
380159;PAPEL HIG 8X300,100% CELULOSE - IDEAL;FD;N;-8;-8;Descrição do produto está diferente.
380160;ANTI MOFO 30G (CANELA E JASMIN) - ORIENTAL;UN;0;-40;-40;
380161;BRILHA INOX 300ML AEROSOL - LEVE&UZE;UN;17;-144;-127;
380162;LIMPADOR LIMPEZA PESADA 500ML - VEJA;UN;N;-33;-33;Descrição do produto está diferente.
380162;LIMPADOR LIMPEZA PESADA C/ALCOOL 500ML - VEJA;UN;118;N;118;Descrição do produto está diferente.
380163;ANTI MOFO 180G - DURASOL;UN;-159;N;-159;Descrição do produto está diferente.
380163;ANTI MOFO 180G - SECAR/DURASOL;UN;N;0;0;Descrição do produto está diferente.
380164;SAB LIQ PEROL CONC ERVA-DOCE INCOL 05LT- MERCOTECH;BB;-18;6;-12;
380165;BRILHA ALUMINIO CONC 05LT - MERCOTECH;BB;N;34;34;Descrição do produto está diferente.
380165;BRILHA ALUMINIO CONC. 05LT - MERCOTECH;BB;-271;N;-271;Descrição do produto está diferente.
380166;DETERGENTE NEUTRO 2LT - LISA;UN;0;0;0;
380167;DESINF LIMP CASAFLOR (DESIRE, DREAMS,ORQUI) 500ML;UN;-130;N;-130;Descrição do produto está diferente.
380167;LIMPADOR CASAFLOR (DESIRE, DREAMS,ORQUI) 500ML;UN;N;-57;-57;Descrição do produto está diferente.
380168;DETERGENTE NEUTRO 500ML - ESPUMIL;UN;N;-617;-617;Descrição do produto está diferente.
380168;DETERGENTE NEUTRO/LIMAO 500ML - IZABELLI;UN;-494;N;-494;Descrição do produto está diferente.
380169;PORTA HIG EM ROLO 300MT BCO - TRILHA;UN;0;0;0;
380170;THINNER 01LT - SOPRELUSA;UN;0;0;0;
380178;SAB. ESPUMA (ERVA-DOCE/DOVE) 5LT - SERLIMQ;BB;-36;N;-36;Descrição do produto está diferente.
380178;SAB. ESPUMA 5LT (ERVA-DOCE E DOVE) - SERLIMQ;BB;N;-46;-46;Descrição do produto está diferente.
380179;MERCOTECH 100 LAT DETERG. DESENG CONC 05 LT;BB;N;40;40;Descrição do produto está diferente.
380179;MERCOTECH 100 LAT DETERG.DESENG.ALCALIN CONC  05LT;BB;-148;N;-148;Descrição do produto está diferente.
380180;DETCLOR DETERG.DESINF.CONC. 05 LT-INDEBA;BB;N;-41;-41;Descrição do produto está diferente.
380180;DETCLOR DETERG.MULT.ALVEJ.CONC. 05 LT-INDEBA;BB;21;N;21;Descrição do produto está diferente.
380181;SAB. LIQ PEROLIZADO ERVA-DOCE, LT;UN;N;0;0;Descrição do produto está diferente.
380181;SABONETE 85G - ALBANY;UN;96;N;96;Descrição do produto está diferente.
380182;NEUTRALIZADOR ODORES AROMATEC LT - TECNOLAR;UN;N;-290;-290;Descrição do produto está diferente.
380182;NEUTRALIZADOR ODORES EUCALIPTO AROMATEC -TECNOLAR;LT;-62;N;-62;Descrição do produto está diferente.
380183;DETER CLOR DETERGENTE CLORADO 05LT - MMV;BB;N;0;0;Descrição do produto está diferente.
380183;LIMPADOR/AROMAT PLURAX BAMBOO 02LT - MMV;UN;20;N;20;Descrição do produto está diferente.
380184;LUSTRA MOVEIS 100ML - NOBRE;UN;-2;0;-2;
380185;DETERGENTE 500ML - ATOL;UN;-436;N;-436;Descrição do produto está diferente.
380185;DETERGENTE 500ML NEUTRO - ATOL;UN;N;-1792;-1792;Descrição do produto está diferente.
380186;AROMAT/DESINF CONC TECH PRIME FRESH 05LT - MERCOTE;BB;N;64;64;Descrição do produto está diferente.
380186;DESINF/AROMATIZANTE CONC FRESH 05LT- MERCOTECH;BB;-576;N;-576;Descrição do produto está diferente.
380187;GRILL DESENG. FORNOS E GRELHAS, 05LT- MERCOTECH;BB;-223;-21;-244;
380188;LETHACLOR (HIPOCLORITO 10%) - INDEBA;BB;0;0;0;
380189;AROMAT/DESINF CONC FLORAL 05LT- MERCOTECH;BB;N;-6;-6;Descrição do produto está diferente.
380189;DESINF/AROMATIZANTE CONC FLORAL 05LT- MERCOTECH;BB;-33;N;-33;Descrição do produto está diferente.
380190;CERAMICA E AZULEJOS LIMPADOR AZULIM LT;LT;48;-20;28;
380191;DET.ACIDO CONCENTRADO (LIMPA PEDRAS) - MEYORS;BB;0;0;0;
380192;DET. NEUTRO CONC (LIMPA PORCEL NEUTRO) -  MEYORS;BB;0;0;0;
380193;AROMATIZANTE AMBIENTE CONC 140ML-CAPIM LIMAO-NOBRE;UN;8;N;8;Descrição do produto está diferente.
380193;AROMATIZANTE DE AMBIENTE CONC 140ML - CAPIM LIMAO;UN;N;-3;-3;Descrição do produto está diferente.
380194;INSETICIDA  380ML AEROSOL  - SBP;UN;-14,9;-78;-92,9;
380195;LIMPADOR CLORO ATIVO 2X1 LIMPEZA PESADA - VEJA;UN;21;-42;-21;
380196;LIMPA VIDROS 500ML - VEJA;UN;6;-9;-3;
380197;ALVA PAST;BB;1;N;1;Descrição do produto está diferente.
380197;VAG 500 - MMV;BB;N;-1;-1;Descrição do produto está diferente.
380198;LIMPA PORCEL,/VIDROS PORCELAIN 05LT - MERCOTECH;BB;-16;N;-16;Descrição do produto está diferente.
380198;LIMPA VIDROS E PORCELANATO 05LT - MERCOTECH;BB;N;16;16;Descrição do produto está diferente.
380199;ALVEJANTE EM PO 20KG - GOLD;KG;0;N;0;Descrição do produto está diferente.
380199;MULTIUSO CONC 05LT - MERCOTECH;BB;N;3;3;Descrição do produto está diferente. | Código do produto está diferente
380200;MULTIUSO CONC 05LT - MERCOTECH;BB;-4;N;-4;Descrição do produto está diferente. | Código do produto está diferente
380200;MULTIUSO CONC 05LT DILUIÇAO 1 até 80;BB;N;-4;-4;Descrição do produto está diferente.
380201;AGUA COPO 200ML;UN;-20200;N;-20200;Não encontrado Código ou Descrição semelhante. 
380202;LIMPA VIDROS LT - SERLIMQ;LT;-33;-13;-46;
380204;AROMAT/DESINF CONC TECH PRIME LAVANDA 05LT-MERCOTE;BB;N;49;49;Descrição do produto está diferente.
380204;DESINF/AROMATIZANTE CONC LAVANDA 05LT- MERCOTECH;UN;-201;N;-201;Descrição do produto está diferente.
