Código;Descrição;Medida;LEVER;UPGRADE;Unificado;Observação
380208;DETERG DESENG PRATT ULTRA-INDEBA;BB;N;-74;-74;Descrição do produto está diferente.
380208;LIMPADOR DESENGRAXANTE FLORESTA PRATT ULTRA-INDEBA;UN;115;N;115;Descrição do produto está diferente.
380209;HYGIFORM LISO CLEAN BACT 400ML AEROSOL;UN;-20;-6;-26;
380210;CLORO HIPOGOLD 10%, BB 20LT - MMV;BD;N;0;0;Descrição do produto está diferente.
380210;CLORO LIQUIDO HIPOGOLD 10%, BB 20LT - MMV;BB;0;N;0;Descrição do produto está diferente.
380211;CLOR LIQ-TIRA MANCHA 20L BB 20LT - MEYORS;BB;0;N;0;Não encontrado Código ou Descrição semelhante. 
380212;POS OBRA CONC DECAPANTE ACIDO PRATT - INDEBA;BB;26;N;26;Descrição do produto está diferente.
380212;POS OBRA DECAPANTE ACIDO PRATT - INDEBA;BB;N;-13;-13;Descrição do produto está diferente.
380213;SABAO GELEIA FLORAL 05L - SERLIMQ;BB;42;N;42;Descrição do produto está diferente.
380213;SABAO GELEIA FLORAL 05LT - SERLIMQ;BB;N;0;0;Descrição do produto está diferente.
380214;DETERGENTE NEUTRO FLORAL PRATT CONC 05LT - INDEBA;BB;21;-18;3;
380215;DESINF/AROMAT PRATT CONC CITRONELA 05LT - INDEBA;BB;58;N;58;Não encontrado Código ou Descrição semelhante. 
380216;DESINF/AROMAT PRATT CONC FLORAL 05LT - INDEBA;BB;20;N;20;Não encontrado Código ou Descrição semelhante. 
380217;DESINF/AROMAT PRATT CONC CITRICO 05LT - INDEBA;BB;26;N;26;Não encontrado Código ou Descrição semelhante. 
380218;DESINF/AROMAT PRATT CONC LIMAO BOSQUE 05LT-INDEBA;BB;46;N;46;Não encontrado Código ou Descrição semelhante. 
380219;DESINFETANTE BLOCO CAIXA ACOPLADA - PATO;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
380220;PASTILHA ADESIVA SANIT.LAVAN C/3 UN - RADIANTE;UN;29;N;29;Não encontrado Código ou Descrição semelhante. 
380221;PEDRA SANITARIA 25G(EMB.CX INDIV.C/GANCH) POLIAL;UN;540;-36;504;
38089401;HIPOCLORITO 1% 05 LT;UN;N;-1021;-1021;Descrição do produto está diferente.
38089401;HIPOCLORITO 1% a 2% (ALVEJ CLORADO) 05 LT- SERLIMQ;BB;-192;N;-192;Descrição do produto está diferente.
38089419/01;TABLETAO PACE 200GR - HTH;UN;0;0;0;
38089419/02;PACE TRIPLA AÇAO 200G - HTH;UN;0;0;0;
38099141;NEUTRALIZADOR DE ODORES BOUQUET 05LT;BB;0;N;0;Descrição do produto está diferente.
38099141;NEUTRALIZADOR DE ODORES BOUQUET 05LT - BRIOSOL;BB;N;0;0;Descrição do produto está diferente.
38249029/1;CORRETIVO LIQ 18ML - FRAMA;UN;17;-3;14;
38249049;ESTOJO DETECÇAO CLORO;UN;0;N;0;Descrição do produto está diferente.
38249049;ESTOJO TESTE KIT - HTH;UN;N;0;0;Descrição do produto está diferente.
390001;FIO DE CORTE 3,00 X 300MT STHIL;PÇ;0;0;0;
390002;SACO P/LIXO 60 LT PRETO 55X62 - RAVA;CT;-812;N;-812;Descrição do produto está diferente.
390002;SACO P/LIXO 60 LT PRETO 55x62 - RV;CT;N;77;77;Descrição do produto está diferente.
390003;SACO P/LIXO 100 LT AMARELO - ECOMAX;CT;3;N;3;Descrição do produto está diferente.
390003;SACO P/LIXO 100 LT PRETO REF - IC;CT;N;0;0;Descrição do produto está diferente.
390004;SACO P/LIXO 200 LT PRETO SUPER REF - FORTART;CT;N;-251;-251;Descrição do produto está diferente.
390004;SACO P/LIXO 200LT SUPER REF PRETO - FORTART;CT;97;N;97;Descrição do produto está diferente.
390005;SACO P/LIXO 200 LT BRANCO - IC;CT;0;0;0;
390006;COPO DESC 200ML C/100 UN BCO - COPOCCHIO;CT;N;-5333;-5333;Descrição do produto está diferente.
390006;COPO DESC 200ML POLIPROP.(PP) BCO - COPOCCHIO;CT;-2826;N;-2826;Descrição do produto está diferente.
390007;COPO DESC 200ML POLIPROP,(PP)  TRANSP - COPOCCHIO;PC;-3586;N;-3586;Descrição do produto está diferente.
390007;COPO DESC 200ML TRANSP. PP - COPOCCHIO;PC;N;-12584;-12584;Descrição do produto está diferente.
390008;COPO DESC 50 ML C/100 UN;CT;N;-1030;-1030;Descrição do produto está diferente.
390008;COPO DESC 50 ML PP C/100 UN;CT;-965;N;-965;Descrição do produto está diferente.
390009;LAVADORA ALTA PRESSAO 1850W;UN;0;0;0;
390010;BALDE C/ESPREMEDOR 14LT - BETTANIN(9230);UN;-54;N;-54;Descrição do produto está diferente.
390010;BALDE C/ESPREMEDOR 14LT BETTANIN/PERFECT (9230);UN;N;5;5;Descrição do produto está diferente.
390011;SABONETEIRA C/RESERVATORIO;UN;N;0;0;Descrição do produto está diferente.
390011;SABONETEIRA INOX 500ML - NOBRE;UN;0;N;0;Descrição do produto está diferente.
390012;SACO KG 27X40X05;KG;0;N;0;Descrição do produto está diferente.
390012;SACO P/LIXO 20 LT PRETO - IC;CT;N;0;0;Descrição do produto está diferente.
390013;SACO P/LIXO 40 LT PRETO - EMMAP;CT;3;-1;2;
390014;SACO P/LIXO 100 LT PRETO 70x80CM COMUM;CT;N;36;36;Descrição do produto está diferente.
390014;SACO P/LIXO 100 LT PRETO COMUM 70X80 - RAVA;CT;-208;N;-208;Descrição do produto está diferente.
390015;SACO P/LIXO 60 LT BRANCO - EMMAP;CT;15;0;15;
390016;SABONETEIRA C/RESERV 800ML BCA LIAC810-INFINITY;UN;0;N;0;Descrição do produto está diferente.
390016;SABONETEIRA C/RESERVATORIO  INFINITY - FORTCOM;UN;N;-6;-6;Descrição do produto está diferente.
390017;SABONETEIRA S/RESERV INFINITY - FORTCOM;UN;0;0;0;
390018;PORTA HIG EM ROLO INFINITY - FORTCOM;UN;N;-5;-5;Descrição do produto está diferente.
390018;PORTA PAPEL HIG BCO ROLO LIAE500 - INFINITY;UN;15;N;15;Descrição do produto está diferente.
390019;PORTA PAPEL TOALHA BCO INTERF-INFINITY LIAH100;UN;-25;N;-25;Descrição do produto está diferente.
390019;PORTA TOALHA BCO INFINITY - FORTCOM;UN;N;-18;-18;Descrição do produto está diferente.
390020;TELA PARA MICTORIO;UN;N;-533;-533;Descrição do produto está diferente.
390020;TELA PARA MICTORIO (SP9102AZ);UN;-715;N;-715;Descrição do produto está diferente.
390021;LUVA LATEX AMARELA G - MUCAMBO;PAR;N;-595;-595;Descrição do produto está diferente.
390021;LUVA LATEX AMARELA G - VOLK/MUCAMBO;PAR;65;N;65;Descrição do produto está diferente.
390022;SACO P/LIXO 200 LT MIC 08 REF PRETO - FORTART;CT;-19;N;-19;Descrição do produto está diferente.
390022;SACO P/LIXO 200 LT PRETO REF MIC 9 - FORTART;CT;N;-126;-126;Descrição do produto está diferente.
390023;SACO P/LIXO 60 LT BRANCO 55x62 - RAVA;CT;-33;-73;-106;
390024;PA P/LIXO PLASTICA CABO LONGO;UN;-40;-69;-109;
390025;BALDE PLASTICO 20L;UN;N;-37;-37;Descrição do produto está diferente.
390025;BALDE PLASTICO 20LT;UN;-26;N;-26;Descrição do produto está diferente.
390026;BALDE PLAST CONCRETO 10LT;UN;N;0;0;Descrição do produto está diferente.
390026;BALDE PLAST CONCRETO 10LT - ARQPLAST;UN;-21;N;-21;Descrição do produto está diferente.
390027;VASSOURA PELO V-20 30CM;UN;67;N;67;Descrição do produto está diferente.
390027;VASSOURA PELO V-20 PLÁSTICA 30CM;UN;N;-61;-61;Descrição do produto está diferente.
390028;LUVA VINIL TRANSP C/ AMIDO CX C/100 UN G - VOLK;CX;-1276;-1271;-2547;
390029;SACO P/LIXO 20 LT AZUL  - RV;CT;2;0;2;
390030;SACO TRANSPARENTE 40X60 (BOBINA PICOTADA);CT;0;0;0;
390031;PULVERIZADOR (LAR E VDE) - 500ML  - GUARANY;UN;N;-713;-713;Descrição do produto está diferente.
390031;PULVERIZADOR(LAR/ VDE) REFORÇADO- 500ML  - GUARANY;UN;454;N;454;Descrição do produto está diferente.
390032;PULVERIZADOR 500ML LEITOSO TRANSP - GUARANY;UN;75;N;75;Descrição do produto está diferente.
390032;PULVERIZADOR 500ML TRANSP LEITOSO - GUARANY;UN;N;-118;-118;Descrição do produto está diferente.
390033;SACO P/LIXO 20 LT BRANCO 40x45CM - RAVA;CT;-528;N;-528;Descrição do produto está diferente.
390033;SACO P/LIXO 20 LT BRANCO 40x45CM - RV;CT;N;-35;-35;Descrição do produto está diferente.
390034;SACO P/LIXO 400 LT PRETO REF. - EMMAP;CT;N;-7;-7;Descrição do produto está diferente.
390034;SACO P/LIXO 600 LT PRETO REF. - EMMAP;CT;-17;N;-17;Descrição do produto está diferente. | Código do produto está diferente
390035;SACO P/LIXO 40 LT BRANCO 45x55 - RAVA;CT;-269;20;-249;
390036;CANUDO BIODEG, PCT C/ 100UN - THEOTO ECO;PCT;0;-17;-17;
390037;BICO DE MANGUEIRA C/GATILHO - TRAMONTINA;UN;-1;-2;-3;
390038;BOBINA TRANSP PICOTADA 40 X 60;KG;0;0;0;
390039;REFIL BORRACHA PARA RODO 40 CM;UN;48;-16;32;
390040;REFIL BORRACHA PARA RODO 60 CM;UN;-32;-153;-185;
390041;REFIL BORRACHA PARA RODO 100CM;UN;24;-1;23;
390042;CESTO 30X24 14 LT CINZA - BRALIMPIA;UN;0;0;0;
390043;BALDE ESPREM DOBLO 2 AGUAS 30LT AMARE -  BRALIMPIA;UN;-19;-3;-22;
390044;LUVA PARA APLICADOR DE CERA 35CM, BRALIMPIA;;5;0;5;
390045;"PLACA SINAL ""PISO MOLHADO"" - NOBRE";UN;27;N;27;Descrição do produto está diferente.
390045;PLACA SINAL PISO MOLHADO - NOBRE;UN;N;-1;-1;Descrição do produto está diferente.
390046;PALITO DE DENTE PCT DE 25 C/100UN;UN;3;0;3;
390047;PAPEL ALUMINIO 30X100MT - THERMOPRAT;RL;-34;-11;-45;
390048;RESERVATORIO P/SABONETEIRA JOFEL;UN;-9;0;-9;
390049;RESERVATORIO P/SABONETEIRA - DROPY LDRS630;UN;14;0;14;
390050;SABONET/ALCOOL GEL  BOX CRIST400ML INFINITYLICL400;UN;0;N;0;Descrição do produto está diferente.
390050;SABONET/P.ALCOOL GEL BOX CRISTAL 400ML INFINITY;UN;N;-37;-37;Descrição do produto está diferente.
390051;PA ARTICULADA COLETORA C/TAMPA - BETTANIN;UN;-155;N;-155;Descrição do produto está diferente.
390051;PA COLETORA (9260) - BETTANIN;UN;N;34;34;Descrição do produto está diferente.
390052;CAPA P/CHUVA AMARELA - BRASCAMP;UN;17;-11;6;
390053;REFIL BORRACHA PARA RODO 50 CM;UN;20;0;20;
390054;REFIL BORRACHA PARA RODO 80 CM;UN;7;-3;4;
390055;SACO P/LIXO 100 LT BRANCO INFECTANTE - DONAPACK;CT;N;37;37;Descrição do produto está diferente.
390055;SACO P/LIXO 100 LT BRANCO INFECTANTE 70X80 - RAVA;CT;-66;N;-66;Descrição do produto está diferente.
390056;CESTO 12 LT S/TAMPA BRANCO - PLASVALE;UN;10;0;10;
390057;LUVA LATEX AZUL, TAM G - VOLK;PAR;99;-981;-882;
390058;SUPORTE MANUAL MINILOCK;UN;12;N;12;Descrição do produto está diferente.
390058;SUPORTE MANUAL MINILOCK - RUBBERMAID;UN;N;0;0;Descrição do produto está diferente.
390059;SUPORTE MINILOCK (9516);UN;16;62;78;
390060;TELA PARA MICTORIO AMARELA - BRALIMPIA;UN;0;0;0;
390061;TELA PARA MICTORIO AZUL - BRALIMPIA;;0;0;0;
390062;TELA PARA MICTORIO VERDE - BRALIMPIA;;0;0;0;
390063;CESTO 30X24 14 LT BRANCO S/TAMPA;UN;0;0;0;
390064;CONTENTOR 240 LT C/RODAS (MOD EUROPEU) AZUL-NOBRE;UN;-15;-5;-20;
390065;CONTENTOR 240 LT BRANCO  - LARPLASTICOS;UN;0;0;0;
390066;CONTENTOR 120 LT BCO, S/PEDAL - LARPLASTICO;UN;0;-1;-1;
390067;CONTENTOR 120 LT C/PEDAL  - LARPLASTICO;UN;0;N;0;Descrição do produto está diferente.
390067;CONTENTOR 120LT C/RODAS (MOD EUROPEU) VERDE- NOBRE;UN;N;0;0;Descrição do produto está diferente. | Código do produto está diferente
390068;CONTENTOR 120 LT C/RODAS (MOD EUROPEU) AZUL- NOBRE;UN;0;N;0;Descrição do produto está diferente.
390068;CONTENTOR 120 LT, AZUL - LARPLASTICO;UN;N;0;0;Descrição do produto está diferente.
390069;CONTENTOR 120 LT, VERMELHO - CONTEMAR;UN;N;0;0;Descrição do produto está diferente.
390069;CONTENTOR 120LT C/RODAS (MOD EUROPEU) VERDE- NOBRE;UN;2;N;2;Descrição do produto está diferente. | Código do produto está diferente
390070;SACO P/LIXO 100 LT BRANCO - IC;CT;N;0;0;Descrição do produto está diferente.
390070;SACO P/LIXO 100 LT MARROM - ECOMAX;CT;3;N;3;Descrição do produto está diferente.
390071;COPO DESC 200ML TRANSP. PP - ISOCOPOS;CT;382;-40;342;
390072;COPO DESC. ACRILICO 300ML  C/100 UN - COPOCCHIO;CT;0;N;0;Descrição do produto está diferente.
390072;COPO DESC. P/ AGUA BRANCO - MULTICOPO;CX;N;0;0;Descrição do produto está diferente.
390073;FILME PVC 38 X 400MT;UN;12;N;12;Descrição do produto está diferente.
390073;FILME PVC 40 X 400MT;UN;N;-94;-94;Descrição do produto está diferente.
390074;PAPEL ALUMINIO 30X4MT - LIFE CLEAN;UN;54;N;54;Descrição do produto está diferente.
390074;PAPEL ALUMINIO 30X4MT - WIDA;UN;N;-44;-44;Descrição do produto está diferente.
390075;BALDE C/ TAMPA DE 60 LT;UN;-8;-1;-9;
390076;PALITO DE DENTE CX C/100 UN;UN;-13;0;-13;
390077;SACO P/LIXO 100 LT BRANCO REF;CT;N;0;0;Descrição do produto está diferente.
390077;SACO P/LIXO 100 LT VERDE - ECOMAX;CT;3;N;3;Descrição do produto está diferente.
390078;SACO P/LIXO 200 LT BRANCO REF;CT;0;0;0;
390079;SACO P/LIXO 100 LT AZUL 70x80 - RAVA;CT;9;N;9;Descrição do produto está diferente.
390079;SACO P/LIXO 100 LT AZUL 70x80 - RV;CT;N;21;21;Descrição do produto está diferente.
390080;SACO P/LIXO 100 LT VERMELHO COMUM;CT;2;N;2;Descrição do produto está diferente.
390080;SACO P/LIXO 100 LT VERMELHO REF;CT;N;0;0;Descrição do produto está diferente.
390081;SACO P/LIXO 100 LT PRETO REFORÇADO MIC 7 - EMMAP;CT;-255;-43;-298;
390082;SACO P/LIXO 100 LT BRANCO 70x84 - RAVA;CT;-46;N;-46;Descrição do produto está diferente.
390082;SACO P/LIXO 100 LT BRANCO 70x84 - RV;CT;N;-45;-45;Descrição do produto está diferente.
390084;SACO P/LIXO 200 LT, VERMELHO REF.;CT;N;0;0;Descrição do produto está diferente.
390084;SACO P/LIXO 400 LT, PRETO REF. - EMMAP;CT;-15;N;-15;Descrição do produto está diferente.
390085;SACO P/LIXO 200 LT AZUL;CT;N;5;5;Descrição do produto está diferente.
390085;SACO P/LIXO 200 LT VERDE;CT;-5;N;-5;Descrição do produto está diferente.
390086;PA P/LIXO DE CHAPA CABO LONGO;UN;2;-1;1;
390087;LUVA VERNIZ VERDE REF. TAM G - VOLK;PAR;N;-815;-815;Descrição do produto está diferente.
390087;LUVA VERNIZ VERDE REFORÇADA TAM G - VOLK;PAR;137;N;137;Descrição do produto está diferente.
390088;LUVA LATEX AMARELA P - VOLK;PAR;-283;-39;-322;
390089;RESERVATORIO P/SABONETEIRA 800ML;UN;165;-24;141;
390090;PORTA PAPEL TOALHA BCO INTERF - NOBRE;UN;-63;N;-63;Descrição do produto está diferente.
390090;PORTA TOALHA BCO - NOBRE;UN;N;-43;-43;Descrição do produto está diferente.
390091;PORTA HIG EM ROLO 300/500MT BCO - NOBRE;UN;N;-73;-73;Descrição do produto está diferente.
390091;PORTA PAPEL HIG BCO ROLO 300/500MT - NOBRE;UN;9;N;9;Descrição do produto está diferente.
390092;SABONET/PORTA ALCOOL GEL C/RESERV BCA  800ML-NOBRE;UN;42;N;42;Descrição do produto está diferente.
390092;SABONETEIRA/P.ALCOOL GEL C/RESERV  800ML - NOBRE;UN;N;-45;-45;Descrição do produto está diferente.
390093;TAMPA  P/RESERVATORIO 800ML - NOBRE;UN;0;0;0;
390094;SACO P/LIXO 200 LT BRANCO - RV;CT;-3;-1;-4;
390095;SACO P/LIXO 200 LT PRETO 83X97CM - RAVA;CT;N;-2;-2;Descrição do produto está diferente.
390095;SACO P/LIXO 200 LT PRETO COMUM;CT;-76;N;-76;Descrição do produto está diferente.
390096;LUVA PIGMENTADA PANO PAR (TAM.UNICO)- VOLK;PAR;-437;N;-437;Descrição do produto está diferente.
390096;LUVA PIGMENTADA PAR - VOLK;UN;N;-83;-83;Descrição do produto está diferente.
390097;PORTA HIG INTERF(CAI CAI) LIAH700-INFINITY FORTCOM;UN;16;N;16;Descrição do produto está diferente.
390097;PORTA HIG INTERFOLHADO(CAI CAI) - INFINITY;UN;N;-4;-4;Descrição do produto está diferente.
390098;SABONETEIRA P/SAB.ESPUMA - INFINITY;UN;5;N;5;Descrição do produto está diferente.
390098;SABONETEIRA P/SAB.ESPUMA INFINITY - FORTCOM;UN;N;0;0;Descrição do produto está diferente.
390099;SACO P/LIXO 20 LT BRANCO FD C/20 PCT- RAVA;FD;0;0;0;
390100;LUVA VINIL TRANSP C/ AMIDO CX C/100 UN M - VOLK;CX;-1208;-1270;-2478;
390101;SACO P/LIXO 20 LT PRETO 38X45 - RAVA;CT;-295;N;-295;Descrição do produto está diferente.
390101;SACO P/LIXO 20 LT PRETO 38x45CM - RV;CT;N;-107;-107;Descrição do produto está diferente.
390102;SACO P/LIXO 60 LT AZUL 55X62 - RV;CT;N;80;80;Descrição do produto está diferente.
390102;SACO P/LIXO 60 LT AZUL 55x67 - EMBRAPLAST;CT;-13;N;-13;Descrição do produto está diferente.
390103;SACO P/LIXO 60 LT 55X62 AZUL  -  RAVA;CT;-42;N;-42;Descrição do produto está diferente.
390103;SACO P/LIXO 600 LT PRETO REF. - EMMAP;CT;N;5;5;Descrição do produto está diferente. | Código do produto está diferente
390104;TAMPA PLAST. P/COPO DESC. 100ML C/2000;CX;-1;0;-1;
390105;CESTO  14LT BCO/PTO C/TAMPA BASC;;0;N;0;Descrição do produto está diferente.
390105;CESTO 15LT (VER, AZ E AMAR) C/TAMPA FLIP TOP 24X34;UN;N;-6;-6;Descrição do produto está diferente. | Código do produto está diferente
390106;LUVA LATEX AMARELA M - VOLK;PAR;157;-336;-179;
390107;SACO P/LIXO 60 LT BRANCO INFECTANTE - ECOMAX;CT;N;-44;-44;Descrição do produto está diferente.
390107;SACO P/LIXO 60 LT BRANCO INFECTANTE 50X77 - RAVA;CT;14;N;14;Descrição do produto está diferente.
390108;COPO TERMICO  ISOPOR 100ML 40X25;CX;-26;-11;-37;
390109;SACO P/LIXO 200 LT PRETO REF - EMMAP;CT;N;-338;-338;Descrição do produto está diferente.
390109;SACO P/LIXO 200 LT PRETO REFORÇ. MIC 7 - EMMAP;CT;-1568;N;-1568;Descrição do produto está diferente.
390110;SACO P/LIXO 100 LT PRETO REF 70x80CM - RAVA;CT;N;-124;-124;Descrição do produto está diferente.
390110;SACO P/LIXO 100 LT PRETO REFORÇADO - FORTART;CT;-37;N;-37;Descrição do produto está diferente. | Código do produto está diferente
390111;SACO P/LIXO 60 LT PRETO - EMMAP;CT;N;-1;-1;Descrição do produto está diferente.
390111;SACO P/LIXO 60 LT PRETO 55X70 - EMBRAPLAST;CT;60;N;60;Descrição do produto está diferente.
390113;CESTO TELADO 08 LT (CORES DIVERSAS);UN;N;-9;-9;Descrição do produto está diferente.
390113;CESTO TELADO 09 LT;UN;-33;N;-33;Descrição do produto está diferente.
390114;POTE MARMITA 4 DIVISORIAS;UN;N;0;0;Descrição do produto está diferente.
390114;POTE P/SOBREMESA, CX C/1000UN;CX;-12;N;-12;Descrição do produto está diferente.
390116;LIXEIRA C/POSTE PAPELEIRA 50 LITROS C/SUPORTE AÇO;UN;3;-6;-3;
390117;LIXEIRA BCA 25LT C/PEDAL - LARPLASTICO;UN;N;-1;-1;Descrição do produto está diferente.
390117;LIXEIRA BCA 25LT C/PEDAL ALTA RESIST - LARPLASTICO;UN;4;N;4;Descrição do produto está diferente.
390118;PORTA COPOS AGUA MODELO CANCUM - JSN;UN;0;0;0;
390119;LUVA VERNIZ VERDE REF. TAM M - VOLK;PAR;N;-582;-582;Descrição do produto está diferente.
390119;LUVA VERNIZ VERDE REFORÇADA TAM M - VOLK;PAR;54;N;54;Descrição do produto está diferente.
390120;LUVA LATEX AZUL, TAM M - VOLK;PAR;-470;-240;-710;
390121;SACO P/LIXO 100 LT 70X80 PRETO REFORÇADO;CT;-193;N;-193;Descrição do produto está diferente.
390121;SACO P/LIXO 100 LT PRETO REFORÇADO - FORTART;CT;N;-342;-342;Descrição do produto está diferente. | Código do produto está diferente
390122;FILTRO DE PAPEL NR.103;UN;-260;N;-260;Descrição do produto está diferente.
390122;FILTRO DE PAPEL NR.103 - MELITTA;UN;N;-392;-392;Descrição do produto está diferente.
390123;FILTRO DE PAPEL NR. 102;UN;211;-49;162;
390124;ORGANIZADOR MINI ALTO 3,25L 945 - SANREMO;UN;0;0;0;
390125;ORGANIZADOR BAIXO 8L 910 - SANREMO;;0;0;0;
390126;ORGANIZADOR BAIXO 13,5L 920 - SANREMO;UN;0;0;0;
390127;ORGANIZADOR ALTO 65L 935 - SANREMO;;0;0;0;
390128;ORGANIZADOR MEDIO 42L 980 - SANREMO;;0;0;0;
390129;ORGANIZADOR ALTO 80L SR981 - SANREMO;UN;0;0;0;
390130;LIXEIRA C/TAMPA BASC.22LT(VERM E AZU)- LARPLASTICO;UN;N;0;0;Descrição do produto está diferente.
390130;LIXEIRA PLASTICA C/TAMPA BASC.40LT - PLASUTIL;UN;0;N;0;Descrição do produto está diferente.
390131;FITA A.DERRAPANTE PRETO LARG 5CM X 20MT - KAPAZI;RL;0;0;0;
390132;TOALHEIRO DE ALAVANCA TRANSPARENTE - JOFEL;UN;-9;-1;-10;
390133;TOALHEIRO BOBINA BRANCO  BRASIL- JOFEL;UN;1;0;1;
390134;TOALHEIRO DE ALAVANCA BRANCO - JOFEL;UN;N;0;0;Descrição do produto está diferente.
390134;TOALHEIRO DE ALAVANCA BRANCO - NOBRE;UN;3;N;3;Descrição do produto está diferente.
390135;SABONET C/RESERV INFINITY BOX BCA 1LT LIAC100;UN;19;N;19;Descrição do produto está diferente.
390135;SABONETEIRA C/RESERV INFINITY BOX BCA 1LT -FORTCOM;UN;N;-27;-27;Descrição do produto está diferente.
390136;PRATO DESC BRANCO 15CM CX C/500UN;CX;N;-4;-4;Descrição do produto está diferente.
390136;PRATO DESC BRANCO 17CM C/10UN  - MARATA;PC;70;N;70;Descrição do produto está diferente.
390137;PA JEITOSA (9253C);UN;N;3;3;Descrição do produto está diferente.
390137;PA JEITOSA DOBRAVEL -  (9253C);UN;13;N;13;Descrição do produto está diferente.
390138;CESTO 13LT C/PEDAL - BETTANIN;UN;0;0;0;
390139;LIXEIRA PLAST.C/PEDAL 13,5LT - BETTANIN;UN;N;0;0;Descrição do produto está diferente.
390139;LIXEIRA PTA 25LT C/PEDAL ALTA RESIST - LARPLASTICO;UN;0;N;0;Descrição do produto está diferente.
390140;LUVA LATEX PROCED. C/PO, TAM M (8) - VOLK;PAR;-379;-13;-392;
390141;LUVA RANHURADA CANO LONGO G - VOLK;PAR;N;-123;-123;Descrição do produto está diferente.
390141;LUVA RANHURADA CANO LONGO G 40CM - VOLK;UN;-280;N;-280;Descrição do produto está diferente.
390142;LIXEIRA BCA 50 LT C/PEDAL ALTA RESIST- LARPLASTICO;UN;-19;-28;-47;
390143;TOALHEIRO ALAVANCA BRANCO (BOBINA) - PLESTIN;UN;0;0;0;
390144;SACO BOBINA 04KG;UN;N;0;0;Descrição do produto está diferente.
390144;SACO KG 20X40X07;KG;0;N;0;Descrição do produto está diferente.
390145;SACO BOBINA 05KG - TAM 35X50 - 2,35KG;UN;1;0;1;
390146;SACO BOBINA 10KG - TAM 40X60 - 2,68KG;UN;2;-136;-134;
390147;CANUDO EMBALADO, CX C/3000;CX;0;0;0;
390148;COPO DESC. 300 ML TRANSP. C/100 UN - COPOCCIO;CT;N;0;0;Descrição do produto está diferente.
390148;COPO DESC. ACRILICO 300 ML P/ROSKA. C/50 UN;PCT;0;N;0;Descrição do produto está diferente.
390149;SACO P/LIXO 300 LT 90X105 PRETO REF;CT;N;-91;-91;Descrição do produto está diferente.
390149;SACO P/LIXO 300 LT PRETO REFORÇ. MIC 7 - EMMAP;CT;-639;N;-639;Descrição do produto está diferente.
390150;SACO P/LIXO 200 LT - VENEZA;CT;-146;N;-146;Descrição do produto está diferente.
390150;SACO P/LIXO 200 LT VERDE - RAVA;CT;N;0;0;Descrição do produto está diferente.
390151;BANDEJA C/TAMPA MO-70, CX C/200 UN - MEIWA;UN;0;0;0;
390152;PAPEL TOALHA DE MESA, C/1000;FD;0;0;0;
390153;PALETA PLAST P/CAFE 8CM C/500UN-ULTRATALHER;UN;N;37;37;Descrição do produto está diferente.
390153;PALETA PLAST P/CAFE 8CM PCT C/500UN -ULTRATALHER;UN;-78;N;-78;Descrição do produto está diferente.
390154;SACO BOBINA 02KG - TAM 25X35 - 1,5KG;UN;-56;-37;-93;
390155;SILICONE CONCENTRADO TRADICIONAL 100ML;UN;56;-1;55;
390156;PROTETOR DE ASSENTO SANITÁRIO CX C/30UN - PROASSEN;CX;-28;0;-28;
390157;LIXEIRA SELET BASC 60LT 49X37 VERM(PLAST.)-SANTANA;UN;1;N;1;Descrição do produto está diferente.
390157;LIXEIRA SELETIVA VERM TPA BASC 60LT METAL-SANTANA;UN;N;0;0;Descrição do produto está diferente.
390158;LIXEIRA AZUL TPA BASC 60LT 49X37 - SANTANA;UN;N;0;0;Descrição do produto está diferente.
390158;LIXEIRA SELET BASC 60LT 49X37 AMAR(METAL)-SANTANA;UN;-5;N;-5;Descrição do produto está diferente.
390159;LIXEIRA TPA VAIVEM 60LT VERMELHA - LARPLASTICO;UN;7;0;7;
390160;ARMAÇAO COLETA SELET C/04 CESTOS 50LT- LARPLASTICO;CJ;0;0;0;
390161;LIXEIRA BRANCA TAMPA BASCULANTE 50LT - PLASVALE;UN;6;N;6;Descrição do produto está diferente.
390161;LIXEIRA BRANCA TPA BASC 50LT - PLASVALE;UN;N;-1;-1;Descrição do produto está diferente.
390162;LIXEIRA BCA 14LT C/PEDAL - SANTANA;UN;47;-24;23;
390163;LIXEIRA PRETA 14LT C/PEDAL - SANTANA;UN;N;-6;-6;Descrição do produto está diferente.
390163;LIXEIRA PTA 14LT C/PEDAL - SANTANA;UN;14;N;14;Descrição do produto está diferente.
390164;PORTA COPOS DE AGUA EM AÇO INOX - AURIMAR;UN;3;0;3;
390165;PORTA COPOS DE AGUA EM ACRIL/INOX - AURIMAR;UN;3;-3;0;
390166;SABONETEIRA GIRATORIA DE VIDRO - AURIMAR;UN;0;0;0;
390167;DESCARTE DE COPO PARA CAFE - AURIMAR/FORTCOM;UN;7;0;7;
390168;DESCARTE DE COPO PARA AGUA - FORTCOM;UN;4;0;4;
390169;DESCARTE DUPLA PARA COPO AGUA/CAFE - FORTCOM;UN;5;0;5;
390170;SACO BOBINA 15KG - TAM 50X70 - 3,2KG;UN;N;-4;-4;Descrição do produto está diferente.
390170;SACO BOBINA 15KG- TAM 50X70 - 3,2KG;UN;-18;N;-18;Descrição do produto está diferente.
390171;SACO BOBINA 03KG - TAM 30X40 - 1,7KG;UN;14;-106;-92;
